"RM Item Desc","Date","Amount (in Rs. Crore)","Prompts_Time1","Sequence"
"RM2.2) Net foreign exchange assets of RBI ","2007/04/06 00:00:00","862674.6267","2007 -04-06","1163"
"RM2.3) Govt't currency liabilities to the public ","2007/04/06 00:00:00","8160.57","2007 -04-06","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2007/04/06 00:00:00","170496.98","2007 -04-06","1165"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2007/04/06 00:00:00","1384.23","2007 -04-06","1162"
"RM1) Reserve Money (Liabilities/Components) ","2007/04/06 00:00:00","692293.3267","2007 -04-06","1154"
"RM1.1) Currency in circulation -Total ","2007/04/13 00:00:00","518475.09","2007 -04-13","1150"
"RM1.3) Bankers' deposits with RBI ","2007/04/13 00:00:00","165497.38","2007 -04-13","1153"
"RM1.2) `Other' deposits with RBI ","2007/04/13 00:00:00","7275.1067","2007 -04-13","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2007/04/13 00:00:00","-18306.66","2007 -04-13","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2007/04/13 00:00:00","-18485.96","2007 -04-13","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2007/04/13 00:00:00","2764.83","2007 -04-13","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2007/04/13 00:00:00","1380.6","2007 -04-13","1159"
"RM2.2) Net foreign exchange assets of RBI ","2007/04/13 00:00:00","866592.4267","2007 -04-13","1163"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2008/02/08 00:00:00","1400.28","2008 -02-08","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2008/02/08 00:00:00","17","2008 -02-08","1159"
"RM2.2) Net foreign exchange assets of RBI ","2008/02/08 00:00:00","1148300.5467","2008 -02-08","1163"
"RM2.3) Govt't currency liabilities to the public ","2008/02/08 00:00:00","9050.77","2008 -02-08","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2008/02/08 00:00:00","146056.78","2008 -02-08","1165"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2008/02/08 00:00:00","1383.28","2008 -02-08","1162"
"RM1) Reserve Money (Liabilities/Components) ","2008/02/08 00:00:00","844827.8167","2008 -02-08","1154"
"RM1.1) Currency in circulation -Total ","2008/05/09 00:00:00","622266.95","2008 -05-09","1150"
"RM1.3) Bankers' deposits with RBI ","2008/05/09 00:00:00","286472.37","2008 -05-09","1153"
"RM1.2) `Other' deposits with RBI ","2008/05/09 00:00:00","6126.3718","2008 -05-09","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2008/05/09 00:00:00","-140575.13","2008 -05-09","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2008/05/09 00:00:00","-141151.1","2008 -05-09","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2008/05/09 00:00:00","1550.28","2008 -05-09","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2008/05/09 00:00:00","167","2008 -05-09","1159"
"RM2.2) Net foreign exchange assets of RBI ","2008/05/09 00:00:00","1291011.2018","2008 -05-09","1163"
"RM2.3) Govt't currency liabilities to the public ","2008/05/09 00:00:00","9319.33","2008 -05-09","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2008/05/09 00:00:00","246440","2008 -05-09","1165"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2008/05/09 00:00:00","1383.28","2008 -05-09","1162"
"RM1) Reserve Money (Liabilities/Components) ","2008/05/09 00:00:00","914865.6918","2008 -05-09","1154"
"RM1.1) Currency in circulation -Total ","2009/07/10 00:00:00","716768.57","2009 -07-10","1150"
"RM1.3) Bankers' deposits with RBI ","2009/07/10 00:00:00","221427.78","2009 -07-10","1153"
"RM1.2) `Other' deposits with RBI ","2009/07/10 00:00:00","4208.7302","2009 -07-10","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2009/07/10 00:00:00","40142.71","2009 -07-10","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2009/07/10 00:00:00","40184.03","2009 -07-10","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2009/07/10 00:00:00","12273.07","2009 -07-10","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2009/07/10 00:00:00","465.25","2009 -07-10","1159"
"RM2.2) Net foreign exchange assets of RBI ","2009/07/10 00:00:00","1279346.3802","2009 -07-10","1163"
"RM2.3) Govt't currency liabilities to the public ","2009/07/10 00:00:00","10308.17","2009 -07-10","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2009/07/10 00:00:00","399665.24","2009 -07-10","1165"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2009/07/10 00:00:00","11807.82","2009 -07-10","1162"
"RM1) Reserve Money (Liabilities/Components) ","2009/07/10 00:00:00","942405.0802","2009 -07-10","1154"
"RM1.1) Currency in circulation -Total ","2009/02/13 00:00:00","675958.15","2009 -02-13","1150"
"RM1.3) Bankers' deposits with RBI ","2009/02/13 00:00:00","212613.25","2009 -02-13","1153"
"RM1.2) `Other' deposits with RBI ","2009/02/13 00:00:00","6875.2828","2009 -02-13","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2009/02/13 00:00:00","-29813.89","2009 -02-13","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2009/02/13 00:00:00","-29772.55","2009 -02-13","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2009/02/13 00:00:00","13451.01","2009 -02-13","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2009/02/13 00:00:00","7702.36","2009 -02-13","1159"
"RM2.2) Net foreign exchange assets of RBI ","2009/02/13 00:00:00","1212690.3428","2009 -02-13","1163"
"RM1.1) Currency in circulation -Total ","2007/12/28 00:00:00","553857.18","2007 -12-28","1150"
"RM1.3) Bankers' deposits with RBI ","2007/12/28 00:00:00","272018.19","2007 -12-28","1153"
"RM1.2) `Other' deposits with RBI ","2007/12/28 00:00:00","4983.6867","2007 -12-28","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2007/12/28 00:00:00","-119393.15","2007 -12-28","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2007/12/28 00:00:00","-119921.14","2007 -12-28","1157"
"RM1.1) Currency in circulation -Total ","2008/12/19 00:00:00","651420.51","2008 -12-19","1150"
"RM1.3) Bankers' deposits with RBI ","2008/12/19 00:00:00","222560.9","2008 -12-19","1153"
"RM1.2) `Other' deposits with RBI ","2008/12/19 00:00:00","12463.2885","2008 -12-19","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2008/12/19 00:00:00","-31632.14","2008 -12-19","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2008/12/19 00:00:00","-31895.37","2008 -12-19","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2008/12/19 00:00:00","13014.46","2008 -12-19","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2008/12/19 00:00:00","11633.81","2008 -12-19","1159"
"RM2.2) Net foreign exchange assets of RBI ","2008/12/19 00:00:00","1194059.5685","2008 -12-19","1163"
"RM2.3) Govt't currency liabilities to the public ","2008/12/19 00:00:00","9841.49","2008 -12-19","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2008/12/19 00:00:00","298838.67","2008 -12-19","1165"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2008/12/19 00:00:00","1380.65","2008 -12-19","1162"
"RM1) Reserve Money (Liabilities/Components) ","2008/12/19 00:00:00","886444.6985","2008 -12-19","1154"
"RM1.1) Currency in circulation -Total ","2010/12/10 00:00:00","912071.94","2010 -12-10","1150"
"RM1.3) Bankers' deposits with RBI ","2010/12/10 00:00:00","337909.26","2010 -12-10","1153"
"RM1.2) `Other' deposits with RBI ","2010/12/10 00:00:00","3923.1041","2010 -12-10","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2010/12/10 00:00:00","282396.02","2010 -12-10","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2010/12/10 00:00:00","282437.33","2010 -12-10","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2010/12/10 00:00:00","5426.239","2010 -12-10","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2010/12/10 00:00:00","3800.61","2010 -12-10","1159"
"RM2.2) Net foreign exchange assets of RBI ","2010/12/10 00:00:00","1306969.7941","2010 -12-10","1163"
"RM2.3) Govt't currency liabilities to the public ","2010/12/10 00:00:00","12253.71","2010 -12-10","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2010/12/10 00:00:00","353141.46","2010 -12-10","1165"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2010/12/10 00:00:00","1625.629","2010 -12-10","1162"
"RM1) Reserve Money (Liabilities/Components) ","2010/12/10 00:00:00","1253904.3041","2010 -12-10","1154"
"RM1.1) Currency in circulation -Total ","2009/05/01 00:00:00","716922.13","2009 -05-01","1150"
"RM1.3) Bankers' deposits with RBI ","2009/05/01 00:00:00","250601.86","2009 -05-01","1153"
"RM1.2) `Other' deposits with RBI ","2009/05/01 00:00:00","5475.2939","2009 -05-01","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2009/05/01 00:00:00","72796.42","2009 -05-01","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2009/05/01 00:00:00","71736.92","2009 -05-01","1157"
"RM2.1.1) RBI's Claims on - Government (net)","2009/12/20 00:00:00","101284","2009 -12-20","1156"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2009/12/20 00:00:00","4922","2009 -12-20","1162"
"RM2.2) Net foreign exchange assets of RBI ","2009/12/20 00:00:00","1295429","2009 -12-20","1163"
"RM2.3) Govt't currency liabilities to the public ","2009/12/20 00:00:00","10731","2009 -12-20","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2009/12/20 00:00:00","381380","2009 -12-20","1165"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2009/12/20 00:00:00","4922","2009 -12-20","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2009/12/20 00:00:00","0","2009 -12-20","1159"
"RM1.3) Bankers' deposits with RBI ","2010/02/12 00:00:00","263597.94","2010 -02-12","1153"
"RM2.1.1) RBI's Claims on - Government (net)","2010/02/12 00:00:00","117441.3","2010 -02-12","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2010/02/12 00:00:00","116740.66","2010 -02-12","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2010/02/12 00:00:00","4906.01","2010 -02-12","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2010/02/12 00:00:00","0","2010 -02-12","1159"
"RM2.3) Govt't currency liabilities to the public ","2010/10/01 00:00:00","12000.34","2010 -10-01","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2010/10/01 00:00:00","332413.09","2010 -10-01","1165"
"RM1.1) Currency in circulation -Total ","2012/08/10 00:00:00","1114600.4864","2012 -08-10","1150"
"RM1.3) Bankers' deposits with RBI ","2012/08/10 00:00:00","342454.0625","2012 -08-10","1153"
"RM1.2) `Other' deposits with RBI ","2012/08/10 00:00:00","2562.061315","2012 -08-10","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2012/08/10 00:00:00","550007.388851","2012 -08-10","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2012/08/10 00:00:00","549851.515051","2012 -08-10","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2012/08/10 00:00:00","12828.4898","2012 -08-10","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2012/08/10 00:00:00","7811.59","2012 -08-10","1159"
"RM2.2) Net foreign exchange assets of RBI ","2012/08/10 00:00:00","1569658.668561","2012 -08-10","1163"
"RM2.3) Govt't currency liabilities to the public ","2012/08/10 00:00:00","14051.7711","2012 -08-10","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2012/08/10 00:00:00","686929.7039","2012 -08-10","1165"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2012/08/10 00:00:00","5016.8998","2012 -08-10","1162"
"RM1) Reserve Money (Liabilities/Components) ","2012/08/10 00:00:00","1459616.610215","2012 -08-10","1154"
"RM1.1) Currency in circulation -Total ","2012/09/28 00:00:00","1095822.184","2012 -09-28","1150"
"RM1.3) Bankers' deposits with RBI ","2012/09/28 00:00:00","361879.6809","2012 -09-28","1153"
"RM1.2) `Other' deposits with RBI ","2012/09/28 00:00:00","4851.506292","2012 -09-28","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2012/09/28 00:00:00","549710.476354","2012 -09-28","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2012/09/28 00:00:00","549202.168354","2012 -09-28","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2012/09/28 00:00:00","22252.6761","2012 -09-28","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2012/09/28 00:00:00","18977.4263","2012 -09-28","1159"
"RM2.2) Net foreign exchange assets of RBI ","2012/09/28 00:00:00","1522292.010181","2012 -09-28","1163"
"RM2.3) Govt't currency liabilities to the public ","2012/09/28 00:00:00","14371.3117","2012 -09-28","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2012/09/28 00:00:00","646073.1073","2012 -09-28","1165"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2012/09/28 00:00:00","3275.2498","2012 -09-28","1162"
"RM1) Reserve Money (Liabilities/Components) ","2012/09/28 00:00:00","1462553.371192","2012 -09-28","1154"
"RM1.1) Currency in circulation -Total ","2007/11/09 00:00:00","550618.61","2007 -11-09","1150"
"RM1.3) Bankers' deposits with RBI ","2007/11/09 00:00:00","241317.86","2007 -11-09","1153"
"RM1.2) `Other' deposits with RBI ","2007/11/09 00:00:00","5195.5101","2007 -11-09","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2007/11/09 00:00:00","-128888.36","2007 -11-09","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2007/11/09 00:00:00","-130471.71","2007 -11-09","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2007/11/09 00:00:00","1389.28","2007 -11-09","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2007/11/09 00:00:00","6","2007 -11-09","1159"
"RM2.2) Net foreign exchange assets of RBI ","2007/11/09 00:00:00","1061100.5601","2007 -11-09","1163"
"RM2.3) Govt't currency liabilities to the public ","2007/11/09 00:00:00","8755.39","2007 -11-09","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2007/11/09 00:00:00","145224.88","2007 -11-09","1165"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2007/11/09 00:00:00","1383.28","2007 -11-09","1162"
"RM1) Reserve Money (Liabilities/Components) ","2007/11/09 00:00:00","797131.9801","2007 -11-09","1154"
"RM1.1) Currency in circulation -Total ","2008/10/17 00:00:00","634026.92","2008 -10-17","1150"
"RM1.3) Bankers' deposits with RBI ","2008/10/17 00:00:00","261653.9","2008 -10-17","1153"
"RM1.2) `Other' deposits with RBI ","2008/10/17 00:00:00","5485.2277","2008 -10-17","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2008/10/17 00:00:00","-98013.36","2008 -10-17","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2008/10/17 00:00:00","-99102.1","2008 -10-17","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2008/10/17 00:00:00","12264.73","2008 -10-17","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2008/10/17 00:00:00","10884.08","2008 -10-17","1159"
"RM2.2) Net foreign exchange assets of RBI ","2008/10/17 00:00:00","1329529.7577","2008 -10-17","1163"
"RM2.3) Govt't currency liabilities to the public ","2008/10/17 00:00:00","9655.15","2008 -10-17","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2008/10/17 00:00:00","352270.26","2008 -10-17","1165"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2008/10/17 00:00:00","1380.65","2008 -10-17","1162"
"RM1) Reserve Money (Liabilities/Components) ","2008/10/17 00:00:00","901166.0477","2008 -10-17","1154"
"RM2.2) Net foreign exchange assets of RBI ","2007/08/31 00:00:00","935471.3573","2007 -08-31","1163"
"RM2.3) Govt't currency liabilities to the public ","2007/08/31 00:00:00","8615.12","2007 -08-31","1164"
"RM1.1) Currency in circulation -Total ","2010/09/24 00:00:00","860683.91","2010 -09-24","1150"
"RM1.3) Bankers' deposits with RBI ","2010/09/24 00:00:00","309737.79","2010 -09-24","1153"
"RM1.2) `Other' deposits with RBI ","2010/09/24 00:00:00","4030.4841","2010 -09-24","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2010/09/24 00:00:00","206760.72","2010 -09-24","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2010/09/24 00:00:00","206802.05","2010 -09-24","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2010/09/24 00:00:00","3670.98","2010 -09-24","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2010/09/24 00:00:00","2345.6","2010 -09-24","1159"
"RM2.2) Net foreign exchange assets of RBI ","2010/09/24 00:00:00","1299986.7441","2010 -09-24","1163"
"RM2.3) Govt't currency liabilities to the public ","2010/09/24 00:00:00","12000.34","2010 -09-24","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2010/09/24 00:00:00","347966.61","2010 -09-24","1165"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2010/09/24 00:00:00","1325.38","2010 -09-24","1162"
"RM1) Reserve Money (Liabilities/Components) ","2010/09/24 00:00:00","1174452.1841","2010 -09-24","1154"
"RM1.1) Currency in circulation -Total ","2011/01/21 00:00:00","926883.28","2011 -01-21","1150"
"RM1.3) Bankers' deposits with RBI ","2011/01/21 00:00:00","347437.16","2011 -01-21","1153"
"RM1.2) `Other' deposits with RBI ","2011/01/21 00:00:00","13059.19","2011 -01-21","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2011/01/21 00:00:00","310720.31","2011 -01-21","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2011/01/21 00:00:00","309908.81","2011 -01-21","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2011/01/21 00:00:00","6617.14","2011 -01-21","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2011/01/21 00:00:00","5238.51","2011 -01-21","1159"
"RM2.2) Net foreign exchange assets of RBI ","2011/01/21 00:00:00","1333661.04","2011 -01-21","1163"
"RM2.3) Govt't currency liabilities to the public ","2011/01/21 00:00:00","12373.42","2011 -01-21","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2011/01/21 00:00:00","375992.29","2011 -01-21","1165"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2011/01/21 00:00:00","1378.63","2011 -01-21","1162"
"RM1) Reserve Money (Liabilities/Components) ","2011/01/21 00:00:00","1287379.63","2011 -01-21","1154"
"RM1.1) Currency in circulation -Total ","2011/01/28 00:00:00","924992.49","2011 -01-28","1150"
"RM1.3) Bankers' deposits with RBI ","2011/01/28 00:00:00","309020.03","2011 -01-28","1153"
"RM1.2) `Other' deposits with RBI ","2011/01/28 00:00:00","13329.8574","2011 -01-28","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2011/01/28 00:00:00","269301.62","2011 -01-28","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2011/01/28 00:00:00","268592.98","2011 -01-28","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2011/01/28 00:00:00","5793.19","2011 -01-28","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2011/01/28 00:00:00","4467.81","2011 -01-28","1159"
"RM2.2) Net foreign exchange assets of RBI ","2011/01/28 00:00:00","1333506.9274","2011 -01-28","1163"
"RM2.3) Govt't currency liabilities to the public ","2011/01/28 00:00:00","12478.62","2011 -01-28","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2011/01/28 00:00:00","373737.96","2011 -01-28","1165"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2011/01/28 00:00:00","1325.38","2011 -01-28","1162"
"RM1) Reserve Money (Liabilities/Components) ","2011/01/28 00:00:00","1247342.3774","2011 -01-28","1154"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2009/05/01 00:00:00","14485.44","2009 -05-01","1158"
